objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm,CurrentRecord
2651772,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67936"," -80.18153",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40552",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 255 m E of Lyons Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651773,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67969"," -80.19250",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40553",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 960 m E of US-441""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651774,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67748"," -80.11221",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40554",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal at S Military Trl""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651775,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67913"," -80.17410",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40555",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal at Benoist Farms Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651776,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67952"," -80.18669",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40556",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 230 m W of Lyons Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651777,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67950"," -80.18585",WGS84     ,WAAS GPS,,,,,,,,,,,,"3",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40557",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 145 m W of Lyons Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651778,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67668"," -80.09185",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40558",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 1.18 km E of Kirk Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651779,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67715"," -80.10413",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40559",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal at Kirk Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651780,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67759"," -80.11891",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40560",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 appx 125 m E of Havermill Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651781,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67760"," -80.12835",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40561",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 appx 770 m W of Havermill Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651782,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67825"," -80.14503",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40562",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal at Jog Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651783,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67830"," -80.14503",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40563",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal at Jog Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651784,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67809"," -80.14683",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40564",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 140 m W of Jog Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651785,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67862"," -80.15712",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40565",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 930 m E of Florida Turnpike""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651786,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67883"," -80.16479",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40566",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 165 m E of Florida Turnpike""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651787,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67887"," -80.16614",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40567",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 40 m E of Florida Turnpike""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651788,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67901"," -80.16994",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40568",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 295 m W of Florida Turnpike""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651789,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67908"," -80.17150",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40569",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 265 m E of Benoist Farms Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651790,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67906"," -80.17271",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40570",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 145 m E of Benoist Farms Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651791,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67913"," -80.17410",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40571",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal at Benoist Farms Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651792,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67946"," -80.18452",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40572",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 20 m W of Lyons Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651793,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67975"," -80.19424",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40573",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 785 m E of US-441""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651794,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67753"," -80.11517",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40574",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 270 m W of S Military Trl""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651795,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67757"," -80.11970",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40575",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 appx 45 m E of Havermill Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651796,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67785"," -80.13561",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40576",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 935 m E of Jog Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651797,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67865"," -80.15813",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40577",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 825 m E of Florida Turnpike""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651798,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Iguana iguana,green iguana,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67842"," -80.15054",WGS84     ,WAAS GPS,,,,,,,,,,,,"5",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40578",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 510 m W of Jog Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651799,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Trachemys scripta elegans,red-eared slider,Native and Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67789"," -80.12925",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40579",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 appx 860 m W of Havermill Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651800,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.67918"," -80.17713",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Treated,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40580",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""West Palm Beach, C-51 Canal appx 265 m W of Benoist Farms Rd""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651801,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Eleutherodactylus planirostris,greenhouse frog,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.59263"," -80.27173",WGS84     ,WAAS GPS,,,,,,,,,,,,"3",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40581",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Arthur R. Marshall Loxahatchee National Wildlife Refuge, L-40 at G94D""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651802,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus mabouia,tropical house gecko,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.68472"," -80.36367",WGS84     ,WAAS GPS,,,,,,,,,,,,"4",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40582",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Stormwater Treatment Area 1E, vicinity of C-51 and L-8""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651803,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.68472"," -80.36367",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40583",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Stormwater Treatment Area 1E, vicinity of C-51 and L-8""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651805,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Rhinella marina,cane toad,Introduced,Detected,Positive,2012-10-10,2013-02-05,2013-02-05,"""Palm Beach, Florida, United States""","  26.62521"," -80.31841",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40585",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Arthur R. Marshall Loxahatchee National Wildlife Refuge, L-40 at S362""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651806,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2012-10-11,2013-02-05,2013-02-05,"""Miami-Dade, Florida, United States""","  25.44075"," -80.78352",WGS84     ,WAAS GPS,,,,,,,,,,,,"3",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40586",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, Pa-Hay-Okee Overlook parking lot""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
